timestamp ,open  ,high  ,low   ,close ,adjusted_close,volume ,dividend_amount,split_coefficient
2016-03-03,3.4600,3.4600,3.4600,3.4600,3.4600        ,0      ,0.0000         ,1.0000
2016-03-02,3.4600,3.4600,3.4600,3.4600,3.4600        ,0      ,0.0000         ,1.0000
2016-03-01,3.4600,3.4600,3.4600,3.4600,3.4600        ,0      ,0.0000         ,1.0000
2016-02-29,3.4600,3.4600,3.4600,3.4600,3.4600        ,0      ,0.0000         ,1.0000
2016-02-26,3.4600,3.4600,3.4600,3.4600,3.4600        ,0      ,0.0000         ,1.0000
2016-02-25,3.4600,3.4600,3.4600,3.4600,3.4600        ,0      ,0.0000         ,1.0000
2016-02-24,3.3900,3.4800,3.3400,3.4600,3.4600        ,5675507,0.0000         ,1.0000
2016-02-23,3.3600,3.4500,3.3600,3.4300,3.4300        ,5627058,0.0000         ,1.0000
2016-02-22,3.3000,3.3800,3.2800,3.3600,3.3600        ,2395488,0.0000         ,1.0000
2016-02-19,3.3200,3.3500,3.2500,3.3000,3.3000        ,2299954,0.0000         ,1.0000
2016-02-18,3.3700,3.3800,3.3100,3.3100,3.3100        ,2725652,0.0000         ,1.0000
2016-02-17,3.3500,3.3600,3.3000,3.3100,3.3100        ,2803816,0.0000         ,1.0000
2016-02-16,3.2600,3.2700,3.2300,3.2300,3.2300        ,1332454,0.0000         ,1.0000
2016-02-12,3.2500,3.2800,3.1400,3.1700,3.1700        ,2901931,0.0000         ,1.0000
2016-02-11,3.3600,3.4000,3.3300,3.3600,3.3600        ,2190339,0.0000         ,1.0000
2016-02-10,3.3400,3.3800,3.2500,3.2700,3.2700        ,2708719,0.0000         ,1.0000
2016-02-09,3.3300,3.3678,3.3000,3.3100,3.3100        ,2103114,0.0000         ,1.0000
2016-02-08,3.3200,3.4300,3.3200,3.4200,3.4200        ,4012090,0.0000         ,1.0000
2016-02-05,3.3900,3.4300,3.3600,3.3600,3.3600        ,2001577,0.0000         ,1.0000
2016-02-04,3.3800,3.4700,3.3800,3.4100,3.4100        ,3136923,0.0000         ,1.0000
2016-02-03,3.4600,3.4800,3.3900,3.4400,3.4400        ,2895981,0.0000         ,1.0000
2016-02-02,3.4600,3.4800,3.3900,3.4100,3.4100        ,1995422,0.0000         ,1.0000
2016-02-01,3.5000,3.5100,3.4600,3.4800,3.4800        ,2624787,0.0000         ,1.0000
2016-01-29,3.8500,3.9500,3.8500,3.9400,3.9400        ,3031450,0.0000         ,1.0000
2016-01-28,3.9000,3.9200,3.8400,3.8800,3.8800        ,2443072,0.0000         ,1.0000
2016-01-27,3.9100,4.0000,3.8900,3.9300,3.9300        ,2553069,0.0000         ,1.0000
2016-01-26,3.9500,4.0000,3.9300,3.9900,3.9900        ,3853812,0.0000         ,1.0000
2016-01-25,3.9100,3.9500,3.9000,3.9100,3.9100        ,1713714,0.0000         ,1.0000
2016-01-22,3.9400,4.0000,3.9250,3.9800,3.9800        ,2185068,0.0000         ,1.0000
2016-01-21,3.8200,3.9300,3.7800,3.8700,3.8700        ,2434041,0.0000         ,1.0000
2016-01-20,3.8800,3.9100,3.8000,3.8900,3.8900        ,3316663,0.0000         ,1.0000
2016-01-19,3.9300,3.9600,3.9000,3.9500,3.9500        ,2058161,0.0000         ,1.0000
2016-01-15,3.9400,3.9775,3.8700,3.9100,3.9100        ,3264087,0.0000         ,1.0000
2016-01-14,3.9700,4.0700,3.9500,4.0500,4.0500        ,4203532,0.0000         ,1.0000
2016-01-13,4.0700,4.1050,3.9800,3.9800,3.9800        ,3793341,0.0000         ,1.0000
2016-01-12,4.0700,4.1100,4.0401,4.0700,4.0700        ,3076223,0.0000         ,1.0000
2016-01-11,4.0900,4.1300,4.0375,4.0600,4.0600        ,5657219,0.0000         ,1.0000
2016-01-08,4.0300,4.0750,4.0000,4.0000,4.0000        ,6300064,0.0000         ,1.0000
2016-01-07,3.8500,3.9400,3.8500,3.9000,3.9000        ,3588480,0.0000         ,1.0000
2016-01-06,3.8200,3.9000,3.8100,3.8900,3.8900        ,3146691,0.0000         ,1.0000
2016-01-05,3.8800,3.9400,3.8650,3.9200,3.9200        ,1881038,0.0000         ,1.0000
2016-01-04,3.9100,3.9250,3.8300,3.9200,3.9200        ,3615987,0.0000         ,1.0000
